borrower_id,business_name,industry,nic_code,loan_type,loan_amount_lakhs,vintage_years,region,sanction_date,gstin,pan,employee_count_initial,is_defaulter,true_pd,default_month
MSME00415,Business_00415 Pvt Ltd,Construction,F41-F43,Working Capital,44.56,0.5,East,2022-06-11,02LBQYF2562T1Z5,RJSPV9022M,73,1,0.33,14
MSME00416,Business_00416 Pvt Ltd,Food Processing,C10,Working Capital,29.71,1.3,North,2022-02-04,17FOVIB4464L1Z5,BOQPA0758K,248,0,0.28,-1
MSME00417,Business_00417 Pvt Ltd,Agriculture Allied,A01,Working Capital,124.01,4.1,South,2022-02-06,10DLOJR7438R1Z5,CMWPV8886Y,165,0,0.24,-1
MSME00418,Business_00418 Pvt Ltd,Agriculture Allied,A01,Term Loan,176.5,14.3,East,2023-09-15,35XKDIZ9998J1Z5,GYBPB6955U,46,0,0.19,-1
MSME00419,Business_00419 Pvt Ltd,Food Processing,C10,Working Capital,62.18,3.6,South,2023-01-05,09AVPZN5766R1Z5,AWRPP7961B,117,0,0.23,-1
MSME00420,Business_00420 Pvt Ltd,Auto Ancillary,C29,Term Loan,69.62,0.6,East,2022-06-26,28TALKM6385V1Z5,JXLPE7087V,129,0,0.25,-1
MSME00421,Business_00421 Pvt Ltd,Construction,F41-F43,Term Loan,121.22,4.9,West,2023-06-05,22MFVDU2816Q1Z5,OMNPH0703J,33,0,0.26,-1
MSME00422,Business_00422 Pvt Ltd,Manufacturing,C10-C33,Working Capital,57.3,6.6,East,2022-10-02,23BUAET0062Z1Z5,LSOPC9879H,195,0,0.17,-1
MSME00423,Business_00423 Pvt Ltd,Food Processing,C10,Trade Finance,381.56,2.5,Central,2023-09-25,16PLIYN9803Q1Z5,PKWPX7957R,29,0,0.2,-1
MSME00424,Business_00424 Pvt Ltd,Auto Ancillary,C29,Working Capital,199.86,6.4,East,2022-04-15,33YUQKS6131I1Z5,GCHPE4201B,151,0,0.19,-1
MSME00425,Business_00425 Pvt Ltd,Agriculture Allied,A01,Trade Finance,74.93,2.0,South,2022-06-05,28ILMPM6619X1Z5,WRGPQ1661L,213,0,0.21,-1
MSME00426,Business_00426 Pvt Ltd,Agriculture Allied,A01,Term Loan,210.33,7.8,West,2022-12-02,24ETJRC9132E1Z5,ZPNPG8753N,161,0,0.19,-1
MSME00427,Business_00427 Pvt Ltd,Textiles,C13,Trade Finance,235.32,2.1,West,2022-01-26,05HBVXY3363U1Z5,CHSPL4286S,217,0,0.23,-1
MSME00428,Business_00428 Pvt Ltd,Food Processing,C10,Working Capital,51.79,1.5,East,2022-10-23,18BNJEL9915V1Z5,JWPPD0397P,83,1,0.28,23
MSME00429,Business_00429 Pvt Ltd,Construction,F41-F43,Term Loan,50.63,10.6,South,2023-06-21,24AGLGI3653J1Z5,FAPPA3538B,126,1,0.23,27
MSME00430,Business_00430 Pvt Ltd,Trading,G45-G47,Working Capital,21.38,4.0,West,2022-12-21,28XCXED2966V1Z5,NFWPT4414P,222,1,0.25,15
MSME00431,Business_00431 Pvt Ltd,Construction,F41-F43,Working Capital,249.09,1.7,East,2022-03-10,35YPORC0619X1Z5,JKUPE3936F,7,0,0.33,-1
MSME00432,Business_00432 Pvt Ltd,Agriculture Allied,A01,Term Loan,152.63,13.7,East,2022-11-23,25PLRFQ7482B1Z5,OOXPQ9111C,110,0,0.19,-1
MSME00433,Business_00433 Pvt Ltd,Agriculture Allied,A01,Working Capital,113.64,5.9,East,2022-05-31,23MJOUG5823I1Z5,FCGPC5112H,114,0,0.21,-1
MSME00434,Business_00434 Pvt Ltd,Services,S90-S99,Term Loan,108.11,1.2,West,2023-07-31,08ZFCLI8516I1Z5,IBGPQ3562L,162,0,0.21,-1
MSME00435,Business_00435 Pvt Ltd,Agriculture Allied,A01,Working Capital,32.64,4.8,North,2023-10-24,25SRLUK9623J1Z5,CUSPI1966S,85,1,0.24,11
MSME00436,Business_00436 Pvt Ltd,Manufacturing,C10-C33,Working Capital,37.9,10.2,South,2022-11-16,02LKNON9161A1Z5,XLKPL2409D,117,0,0.17,-1
MSME00437,Business_00437 Pvt Ltd,Pharma,C21,Term Loan,54.22,6.0,Central,2023-03-28,20OVJZT0080W1Z5,RMEPT3348Y,138,0,0.1,-1
MSME00438,Business_00438 Pvt Ltd,Food Processing,C10,Working Capital,177.68,1.4,Central,2023-07-24,11LONWA0576V1Z5,TIXPU7619O,81,0,0.28,-1
MSME00439,Business_00439 Pvt Ltd,Construction,F41-F43,Term Loan,694.58,5.2,South,2023-10-30,26CNWFH3806I1Z5,XIRPK1980C,203,1,0.23,12
MSME00440,Business_00440 Pvt Ltd,Pharma,C21,Term Loan,187.45,4.8,North,2022-04-22,16ZAZPS6805N1Z5,NCFPK6271K,45,1,0.13,14
MSME00441,Business_00441 Pvt Ltd,Auto Ancillary,C29,Trade Finance,41.99,8.6,South,2023-09-27,18UNWGJ6359F1Z5,NCJPR1522I,84,0,0.16,-1
MSME00442,Business_00442 Pvt Ltd,Trading,G45-G47,Working Capital,133.92,1.0,East,2023-04-07,26QHBSU5632Y1Z5,AYLPB1457A,137,0,0.3,-1
MSME00443,Business_00443 Pvt Ltd,Manufacturing,C10-C33,Term Loan,565.94,6.0,South,2022-12-28,19KMXAF5817W1Z5,LEZPN7198O,85,0,0.15,-1
MSME00444,Business_00444 Pvt Ltd,Construction,F41-F43,Trade Finance,239.89,0.5,South,2022-07-22,20RSOBY3073N1Z5,JDKPW0107A,197,0,0.3,-1
MSME00445,Business_00445 Pvt Ltd,Pharma,C21,Term Loan,176.58,6.0,West,2023-05-02,11XXYNP9631F1Z5,YLWPO4032G,205,0,0.1,-1
MSME00446,Business_00446 Pvt Ltd,Trading,G45-G47,Term Loan,146.78,16.1,Central,2023-04-25,20OOVPX2042F1Z5,AZTPK4243U,125,0,0.2,-1
MSME00447,Business_00447 Pvt Ltd,Services,S90-S99,Term Loan,175.31,1.0,Central,2022-01-04,17IUMOP1180Z1Z5,IXHPB2390Y,246,1,0.21,17
MSME00448,Business_00448 Pvt Ltd,Manufacturing,C10-C33,Term Loan,546.06,1.9,East,2022-05-09,35ZWARN5887C1Z5,ORBPH9801P,182,0,0.23,-1
MSME00449,Business_00449 Pvt Ltd,Manufacturing,C10-C33,Term Loan,359.36,4.4,East,2022-01-26,34AIMUP2994N1Z5,JEIPJ4655R,81,0,0.18,-1
MSME00450,Business_00450 Pvt Ltd,Services,S90-S99,Working Capital,66.11,6.6,West,2022-01-27,27OCIAA2510X1Z5,MJNPH5368W,96,0,0.15,-1
MSME00451,Business_00451 Pvt Ltd,Food Processing,C10,Working Capital,64.8,2.1,East,2022-02-11,32JYJMA2469T1Z5,FBCPW0024P,237,0,0.23,-1
MSME00452,Business_00452 Pvt Ltd,Services,S90-S99,Trade Finance,86.73,5.5,North,2023-08-06,01TXEHL0983Y1Z5,NSIPW1992O,153,0,0.12,-1
MSME00453,Business_00453 Pvt Ltd,Manufacturing,C10-C33,Working Capital,38.41,11.5,West,2022-03-05,02ONSZI2746D1Z5,LSIPN6203U,75,0,0.17,-1
MSME00454,Business_00454 Pvt Ltd,Manufacturing,C10-C33,Term Loan,611.95,6.5,West,2022-01-25,21AZHGK4507Y1Z5,YTJPR0428C,201,0,0.15,-1
MSME00455,Business_00455 Pvt Ltd,Pharma,C21,Working Capital,47.93,6.2,South,2022-03-13,07JMTOF1348Y1Z5,SRMPC8612H,60,1,0.12,10
MSME00456,Business_00456 Pvt Ltd,Agriculture Allied,A01,Term Loan,281.81,2.4,South,2023-04-27,29ONDFG0032Z1Z5,NZXPZ0077K,204,1,0.22,32
MSME00457,Business_00457 Pvt Ltd,Trading,G45-G47,Working Capital,53.03,12.1,North,2022-09-25,09BTWRX9380G1Z5,NRLPH0494N,155,0,0.22,-1
MSME00458,Business_00458 Pvt Ltd,Services,S90-S99,Working Capital,61.45,1.6,West,2022-04-05,10YNZLZ0260O1Z5,HXZPL3153B,37,1,0.23,20
MSME00459,Business_00459 Pvt Ltd,Trading,G45-G47,Trade Finance,112.2,1.1,West,2023-01-30,21FSVTF5302K1Z5,IIWPB2879R,197,1,0.27,27
MSME00460,Business_00460 Pvt Ltd,Services,S90-S99,Trade Finance,177.98,2.3,South,2022-12-30,26GBDFE5481T1Z5,URAPY6322M,98,0,0.15,-1
MSME00461,Business_00461 Pvt Ltd,Auto Ancillary,C29,Term Loan,143.55,5.3,Central,2022-11-11,17MWQVZ9810L1Z5,GZYPL6157W,156,1,0.17,28
MSME00462,Business_00462 Pvt Ltd,Manufacturing,C10-C33,Term Loan,65.02,9.9,Central,2022-04-27,15ZSVOM6737W1Z5,LBPPW8224Y,91,1,0.15,34
MSME00463,Business_00463 Pvt Ltd,Agriculture Allied,A01,Term Loan,184.41,0.7,South,2022-06-13,11XEZGP3029O1Z5,AGWPD5093K,25,1,0.27,25
MSME00464,Business_00464 Pvt Ltd,Pharma,C21,Term Loan,90.92,8.4,East,2023-07-31,25OTUOC5346L1Z5,SLUPH4011I,81,0,0.1,-1
MSME00465,Business_00465 Pvt Ltd,Agriculture Allied,A01,Term Loan,727.38,8.4,West,2022-11-02,09RNDHP3295S1Z5,MZMPW3886K,118,0,0.19,-1
MSME00466,Business_00466 Pvt Ltd,Agriculture Allied,A01,Working Capital,73.12,4.4,North,2022-07-19,15LLBIC0846N1Z5,YYWPE8235W,102,0,0.24,-1
MSME00467,Business_00467 Pvt Ltd,Agriculture Allied,A01,Term Loan,99.37,7.1,Central,2022-06-29,16RNAFU9516Q1Z5,OZXPD8224B,173,0,0.19,-1
MSME00468,Business_00468 Pvt Ltd,Trading,G45-G47,Term Loan,1072.04,1.0,East,2022-12-24,27XNWGV9482Y1Z5,AIHPL2471W,219,1,0.28,22
MSME00469,Business_00469 Pvt Ltd,Services,S90-S99,Trade Finance,203.82,0.9,West,2022-09-09,24KCWZD4386N1Z5,IDPPR8905H,234,0,0.2,-1
MSME00470,Business_00470 Pvt Ltd,IT/ITES,J62,Working Capital,43.93,9.9,East,2022-10-26,16VFJWU9226J1Z5,BJLPG6293X,89,0,0.1,-1
MSME00471,Business_00471 Pvt Ltd,Auto Ancillary,C29,Term Loan,88.96,3.4,West,2023-03-06,33DZHTQ4087G1Z5,FMRPP5677P,125,0,0.2,-1
MSME00472,Business_00472 Pvt Ltd,Construction,F41-F43,Term Loan,277.76,1.4,West,2022-01-04,03HEEQO9760L1Z5,HOHPF0319G,247,0,0.31,-1
MSME00473,Business_00473 Pvt Ltd,Agriculture Allied,A01,Working Capital,93.2,5.8,South,2023-10-15,28DTYZR3929E1Z5,AEZPH3640K,26,1,0.21,11
MSME00474,Business_00474 Pvt Ltd,Food Processing,C10,Working Capital,183.49,11.1,South,2023-11-09,12WEEDY5955V1Z5,REWPW8232L,115,0,0.2,-1
MSME00475,Business_00475 Pvt Ltd,Trading,G45-G47,Working Capital,52.98,5.0,North,2022-09-11,01PKFTR5004V1Z5,XOIPN7190O,237,1,0.22,10
MSME00476,Business_00476 Pvt Ltd,Pharma,C21,Working Capital,157.73,2.1,North,2023-10-27,18JXTLD9493P1Z5,UBCPI2081Z,50,0,0.15,-1
MSME00477,Business_00477 Pvt Ltd,Construction,F41-F43,Working Capital,15.02,3.3,East,2023-08-02,05ZSXFX4696V1Z5,FKKPW8753T,237,0,0.28,-1
MSME00478,Business_00478 Pvt Ltd,IT/ITES,J62,Term Loan,157.75,7.0,South,2023-07-21,14JTVYK3552M1Z5,NTKPJ1604O,161,0,0.08,-1
MSME00479,Business_00479 Pvt Ltd,Food Processing,C10,Term Loan,104.02,0.5,West,2022-04-06,20SOSZT3535B1Z5,KTRPI0353Z,57,1,0.26,24
MSME00480,Business_00480 Pvt Ltd,IT/ITES,J62,Term Loan,120.36,1.2,South,2022-06-16,15LHLIG5739K1Z5,JDRPL9880Q,27,0,0.16,-1
MSME00481,Business_00481 Pvt Ltd,Construction,F41-F43,Trade Finance,113.07,3.1,West,2022-11-27,02DUYUY8741U1Z5,NXIPS2181G,26,0,0.25,-1
MSME00482,Business_00482 Pvt Ltd,Agriculture Allied,A01,Working Capital,223.81,4.6,South,2022-03-03,08BWOBK4965N1Z5,RNJPJ5205B,102,0,0.24,-1
MSME00483,Business_00483 Pvt Ltd,Food Processing,C10,Working Capital,35.76,2.1,West,2022-06-23,13UVBJA0722I1Z5,GLYPA3482F,140,0,0.23,-1
MSME00484,Business_00484 Pvt Ltd,IT/ITES,J62,Term Loan,25.3,1.8,East,2022-09-10,13VDTWF1817D1Z5,EERPJ4215A,243,0,0.16,-1
MSME00485,Business_00485 Pvt Ltd,Pharma,C21,Working Capital,39.23,0.5,South,2023-04-06,26AAYTQ2265X1Z5,FNXPC9625G,92,0,0.2,-1
MSME00486,Business_00486 Pvt Ltd,Services,S90-S99,Working Capital,203.97,0.5,Central,2023-09-16,35YDMOL2470R1Z5,CKEPN2346D,48,0,0.23,-1
MSME00487,Business_00487 Pvt Ltd,Manufacturing,C10-C33,Working Capital,24.14,1.6,Central,2022-08-03,13GMQMM4975S1Z5,DBEPC3735S,141,0,0.25,-1
MSME00488,Business_00488 Pvt Ltd,Services,S90-S99,Working Capital,56.97,3.8,West,2022-08-27,19LUGRZ3162I1Z5,QDVPY4607M,126,0,0.18,-1
MSME00489,Business_00489 Pvt Ltd,Construction,F41-F43,Trade Finance,218.7,4.1,East,2023-02-19,06AJHWQ2226V1Z5,DXYPS3528S,35,1,0.25,19
MSME00490,Business_00490 Pvt Ltd,Trading,G45-G47,Working Capital,85.91,3.4,West,2023-11-06,28REVBN0333Q1Z5,GWKPO4502C,15,0,0.25,-1
MSME00491,Business_00491 Pvt Ltd,Manufacturing,C10-C33,Term Loan,500.61,2.6,East,2022-05-06,35WDRXA8413C1Z5,BAYPD7650C,53,0,0.18,-1
MSME00492,Business_00492 Pvt Ltd,Auto Ancillary,C29,Working Capital,17.67,1.5,North,2022-09-10,06KITSG5496E1Z5,UQQPJ8037I,242,0,0.27,-1
MSME00493,Business_00493 Pvt Ltd,Pharma,C21,Term Loan,135.71,2.6,South,2023-12-12,25DQZEQ0007B1Z5,FOLPX5768I,234,0,0.13,-1
MSME00494,Business_00494 Pvt Ltd,Auto Ancillary,C29,Working Capital,262.37,0.7,East,2022-07-16,23SITWO2435L1Z5,RUBPV3793F,99,1,0.27,18
MSME00495,Business_00495 Pvt Ltd,Food Processing,C10,Term Loan,65.75,0.6,West,2023-09-26,09OUOQE4874U1Z5,LMQPT3573D,56,0,0.26,-1
MSME00496,Business_00496 Pvt Ltd,Manufacturing,C10-C33,Working Capital,205.99,1.8,North,2023-02-17,31NBINO3695N1Z5,CPHPF3418X,186,1,0.25,12
MSME00497,Business_00497 Pvt Ltd,Auto Ancillary,C29,Working Capital,74.55,26.9,West,2023-04-01,05KUNGN1818K1Z5,BXFPN0934B,71,0,0.19,-1
MSME00498,Business_00498 Pvt Ltd,Auto Ancillary,C29,Term Loan,267.93,2.0,Central,2022-02-23,20ZKZFA4588P1Z5,ZLEPA1011G,29,1,0.2,22
MSME00499,Business_00499 Pvt Ltd,IT/ITES,J62,Working Capital,247.58,13.8,Central,2023-10-09,09STHHP1768E1Z5,GGBPP2142Z,81,0,0.1,-1
MSME00500,Business_00500 Pvt Ltd,Services,S90-S99,Working Capital,126.96,2.5,South,2022-12-05,34UNRML4866A1Z5,FVEPR7510F,84,1,0.18,13
MSME00501,Business_00501 Pvt Ltd,IT/ITES,J62,Working Capital,56.09,2.9,South,2022-12-25,22GMRAK3882Q1Z5,BTLPP3899G,48,0,0.13,-1
MSME00502,Business_00502 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,180.09,8.0,North,2022-05-31,34IIPAY0934H1Z5,YFQPM9739X,154,0,0.14,-1
MSME00503,Business_00503 Pvt Ltd,Manufacturing,C10-C33,Working Capital,53.01,0.5,Central,2022-04-10,21EDYHY6649Q1Z5,CKVPT9313Q,145,0,0.25,-1
MSME00504,Business_00504 Pvt Ltd,Construction,F41-F43,Term Loan,231.84,1.0,East,2022-08-22,28FJPVJ3102M1Z5,QUQPM2293A,122,0,0.31,-1
MSME00505,Business_00505 Pvt Ltd,IT/ITES,J62,Working Capital,33.07,18.2,Central,2023-06-28,31YLAUJ5804A1Z5,WTWPE0343W,23,0,0.1,-1
MSME00506,Business_00506 Pvt Ltd,Textiles,C13,Working Capital,92.14,3.5,South,2022-03-03,02NBEJT5418J1Z5,QIFPH7847H,190,0,0.26,-1
MSME00507,Business_00507 Pvt Ltd,Services,S90-S99,Working Capital,233.09,0.5,West,2022-07-15,25FEURT1173T1Z5,ONFPJ7497Z,193,0,0.23,-1
MSME00508,Business_00508 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,98.58,0.5,North,2023-06-26,09ILNCF6230I1Z5,CDKPM2444L,224,0,0.22,-1
MSME00509,Business_00509 Pvt Ltd,Construction,F41-F43,Working Capital,215.93,11.9,Central,2022-04-16,09LNOVX4790C1Z5,LRYPW7199G,153,1,0.25,29
MSME00510,Business_00510 Pvt Ltd,IT/ITES,J62,Working Capital,1069.28,10.3,East,2022-10-22,31DPNYX7162F1Z5,CEWPL8905F,158,1,0.1,22
MSME00511,Business_00511 Pvt Ltd,Services,S90-S99,Working Capital,87.96,3.1,East,2023-10-07,20PVDSB3916O1Z5,BZPPY4834E,45,0,0.18,-1
MSME00512,Business_00512 Pvt Ltd,IT/ITES,J62,Working Capital,147.14,0.9,East,2023-03-27,14KQEWN0341G1Z5,UYQPH6010T,174,0,0.18,-1
MSME00513,Business_00513 Pvt Ltd,Auto Ancillary,C29,Working Capital,131.83,8.9,North,2023-06-18,04HAJAA3045G1Z5,ZIAPC6356L,183,0,0.19,-1
MSME00514,Business_00514 Pvt Ltd,Construction,F41-F43,Term Loan,221.98,2.0,East,2022-06-05,24RDWYY2638W1Z5,FXBPA6236R,213,1,0.26,16
MSME00515,Business_00515 Pvt Ltd,Services,S90-S99,Working Capital,169.07,2.7,East,2023-02-10,13VYWKX4307V1Z5,GDYPA2761U,193,1,0.18,13
MSME00516,Business_00516 Pvt Ltd,Agriculture Allied,A01,Working Capital,73.81,5.7,Central,2023-12-27,23FSLZN0640Q1Z5,GUZPP0492A,129,1,0.21,14
MSME00517,Business_00517 Pvt Ltd,Food Processing,C10,Term Loan,99.85,2.2,North,2023-11-14,04NHRTM7742M1Z5,ZPTPG6110B,122,1,0.21,18
MSME00518,Business_00518 Pvt Ltd,Food Processing,C10,Working Capital,26.55,5.0,West,2023-07-08,15DCBDY5306R1Z5,ONYPP8627D,11,0,0.2,-1
MSME00519,Business_00519 Pvt Ltd,Services,S90-S99,Working Capital,68.43,10.8,West,2023-07-26,22JQWDS9627K1Z5,EZUPB8550R,94,0,0.15,-1
MSME00520,Business_00520 Pvt Ltd,IT/ITES,J62,Working Capital,185.15,8.0,East,2023-01-10,16TSWWI9652T1Z5,OTLPX7807D,189,0,0.1,-1
MSME00521,Business_00521 Pvt Ltd,Construction,F41-F43,Term Loan,77.8,2.4,South,2023-08-12,08FYHNH9969K1Z5,EZUPN6246F,190,1,0.26,20
MSME00522,Business_00522 Pvt Ltd,Food Processing,C10,Working Capital,109.66,1.7,North,2023-03-31,33OENWZ8370D1Z5,BXYPI8192D,28,0,0.28,-1
MSME00523,Business_00523 Pvt Ltd,Construction,F41-F43,Term Loan,162.26,1.7,South,2022-07-21,18SCIGB8755P1Z5,BVGPY0642K,21,1,0.31,27
MSME00524,Business_00524 Pvt Ltd,Food Processing,C10,Working Capital,54.79,2.1,North,2023-03-28,34PCVPL2643H1Z5,OEFPD9809F,190,1,0.23,16
MSME00525,Business_00525 Pvt Ltd,Auto Ancillary,C29,Term Loan,34.2,3.4,North,2022-07-06,10DJNFE4675S1Z5,NZKPN1685O,68,0,0.2,-1
MSME00526,Business_00526 Pvt Ltd,IT/ITES,J62,Working Capital,267.81,2.7,Central,2023-08-31,14KNEML9729M1Z5,JYKPH4747N,18,0,0.13,-1
MSME00527,Business_00527 Pvt Ltd,Auto Ancillary,C29,Term Loan,288.72,0.7,East,2023-12-25,13DVIZS3556O1Z5,PWUPX5647K,136,1,0.25,32
MSME00528,Business_00528 Pvt Ltd,Food Processing,C10,Trade Finance,785.01,0.9,Central,2023-01-03,17NNIPB3224P1Z5,XQHPJ7659S,212,0,0.25,-1
MSME00529,Business_00529 Pvt Ltd,Agriculture Allied,A01,Term Loan,478.89,2.1,South,2022-12-06,29WWSIV9703O1Z5,GTXPE2555H,24,1,0.22,21
MSME00530,Business_00530 Pvt Ltd,Agriculture Allied,A01,Working Capital,263.07,4.1,South,2022-09-19,23LILSL5725I1Z5,PQJPQ9627C,165,0,0.24,-1
MSME00531,Business_00531 Pvt Ltd,Auto Ancillary,C29,Working Capital,22.21,4.5,West,2023-08-12,05ACCLD4786Z1Z5,MFQPB6509W,234,0,0.22,-1
MSME00532,Business_00532 Pvt Ltd,Agriculture Allied,A01,Working Capital,21.9,3.3,Central,2023-06-27,22OSIZQ8289Q1Z5,TAYPN2867G,53,0,0.24,-1
MSME00533,Business_00533 Pvt Ltd,Food Processing,C10,Working Capital,93.12,6.7,Central,2023-07-05,32XVYDU5858R1Z5,JYOPS7139D,150,0,0.2,-1
MSME00534,Business_00534 Pvt Ltd,Services,S90-S99,Working Capital,35.93,6.7,Central,2022-11-02,20CDARD9348Q1Z5,OFCPL0978W,32,0,0.15,-1
MSME00535,Business_00535 Pvt Ltd,Auto Ancillary,C29,Term Loan,98.18,2.8,West,2023-12-27,09PXXYO3461G1Z5,IFCPI0013S,86,1,0.2,31
MSME00536,Business_00536 Pvt Ltd,Trading,G45-G47,Working Capital,679.27,0.7,Central,2023-09-30,16SFFFZ1876P1Z5,QWNPP3055O,57,0,0.3,-1
MSME00537,Business_00537 Pvt Ltd,IT/ITES,J62,Working Capital,233.2,3.8,Central,2022-06-14,09TOBTN9211N1Z5,AGHPU9676C,16,0,0.13,-1
MSME00538,Business_00538 Pvt Ltd,Agriculture Allied,A01,Term Loan,78.09,2.4,Central,2023-09-13,29ELNFH6666H1Z5,ZLZPB8483A,233,1,0.22,25
MSME00539,Business_00539 Pvt Ltd,Agriculture Allied,A01,Term Loan,21.55,0.7,Central,2022-03-29,01MSAXR6505Y1Z5,HUTPY8107I,117,0,0.27,-1
MSME00540,Business_00540 Pvt Ltd,Manufacturing,C10-C33,Working Capital,39.81,20.0,South,2022-07-19,19WDQGP0384W1Z5,TKQPW4449I,88,0,0.17,-1
MSME00541,Business_00541 Pvt Ltd,Textiles,C13,Trade Finance,82.27,2.3,East,2022-09-28,07SKHQD9315Q1Z5,GROPZ8341S,201,1,0.23,30
MSME00542,Business_00542 Pvt Ltd,Auto Ancillary,C29,Working Capital,69.62,4.9,South,2022-02-20,35IZFBL8160U1Z5,EAAPP0693D,110,0,0.22,-1
MSME00543,Business_00543 Pvt Ltd,Pharma,C21,Term Loan,57.33,3.4,Central,2023-05-04,07CTECO5276A1Z5,MMCPK1316J,190,0,0.13,-1
MSME00544,Business_00544 Pvt Ltd,Agriculture Allied,A01,Term Loan,501.13,0.8,North,2022-07-17,02DUNNJ3383T1Z5,FFRPK4971H,40,0,0.27,-1
MSME00545,Business_00545 Pvt Ltd,IT/ITES,J62,Term Loan,95.55,0.5,North,2022-01-23,16BMHMT4734U1Z5,ICOPT7110B,195,0,0.16,-1
MSME00546,Business_00546 Pvt Ltd,Trading,G45-G47,Term Loan,324.97,4.9,West,2023-10-27,23SJCMI0979S1Z5,MMNPL8431B,68,0,0.23,-1
MSME00547,Business_00547 Pvt Ltd,Agriculture Allied,A01,Working Capital,93.98,1.4,South,2022-08-11,19ZQZEH4380E1Z5,NVGPD6072P,15,0,0.29,-1
MSME00548,Business_00548 Pvt Ltd,Trading,G45-G47,Working Capital,190.72,1.4,West,2022-08-09,33VOJYK1372W1Z5,MGWPS4184D,119,0,0.3,-1
MSME00549,Business_00549 Pvt Ltd,Food Processing,C10,Term Loan,146.33,15.7,West,2023-10-25,31BJDAX9980K1Z5,JCAPG2909J,173,1,0.18,21
MSME00550,Business_00550 Pvt Ltd,Food Processing,C10,Working Capital,42.95,3.1,North,2022-09-23,07QQIJZ5062Z1Z5,HHSPZ2178T,36,0,0.23,-1
MSME00551,Business_00551 Pvt Ltd,Textiles,C13,Trade Finance,79.92,0.5,South,2022-03-14,04TXQXI6065E1Z5,TLMPE2437U,133,0,0.28,-1
MSME00552,Business_00552 Pvt Ltd,Services,S90-S99,Working Capital,56.4,2.1,East,2022-03-18,01FMODQ7736S1Z5,WTBPO7385H,154,0,0.18,-1
MSME00553,Business_00553 Pvt Ltd,Pharma,C21,Working Capital,469.49,4.4,South,2023-06-28,24GNUPU8551P1Z5,IIPPI6276Y,154,0,0.15,-1
MSME00554,Business_00554 Pvt Ltd,Manufacturing,C10-C33,Working Capital,95.7,2.0,West,2023-03-11,05LTZOC8638I1Z5,METPR6559O,186,0,0.2,-1
MSME00555,Business_00555 Pvt Ltd,Textiles,C13,Working Capital,90.35,0.5,Central,2022-03-06,28OWUYG8280U1Z5,XQMPA3748S,209,0,0.31,-1
MSME00556,Business_00556 Pvt Ltd,Construction,F41-F43,Term Loan,400.94,2.9,West,2022-12-23,13BQSWO2998S1Z5,FVDPR5927B,179,1,0.26,24
MSME00557,Business_00557 Pvt Ltd,Manufacturing,C10-C33,Term Loan,181.26,0.6,South,2022-01-18,11FBXJO4162U1Z5,SIBPO9029F,73,0,0.23,-1
MSME00558,Business_00558 Pvt Ltd,Auto Ancillary,C29,Term Loan,497.46,4.8,North,2023-11-07,17BPUTA6807I1Z5,XJEPN1713I,35,0,0.2,-1
MSME00559,Business_00559 Pvt Ltd,IT/ITES,J62,Trade Finance,93.65,4.8,South,2023-07-20,34MAVGR4460Z1Z5,WSAPV8362A,84,1,0.1,12
MSME00560,Business_00560 Pvt Ltd,Construction,F41-F43,Trade Finance,87.22,0.5,East,2023-07-29,24ELSMP8269L1Z5,MNUPA1605G,34,0,0.3,-1
MSME00561,Business_00561 Pvt Ltd,Construction,F41-F43,Trade Finance,61.18,1.7,Central,2023-03-12,07NJHOZ7303V1Z5,TTBPN4637O,94,0,0.3,-1
MSME00562,Business_00562 Pvt Ltd,Textiles,C13,Working Capital,395.46,2.7,Central,2023-03-17,32ZKMFV6090P1Z5,XGCPJ8790I,215,1,0.26,28
MSME00563,Business_00563 Pvt Ltd,Services,S90-S99,Term Loan,170.23,4.0,West,2022-01-09,06VYRTD6043B1Z5,WJZPO3467N,141,0,0.16,-1
MSME00564,Business_00564 Pvt Ltd,Textiles,C13,Working Capital,35.19,1.8,South,2023-04-15,21IOXPI6961L1Z5,TGNPF8332M,186,0,0.31,-1
MSME00565,Business_00565 Pvt Ltd,Auto Ancillary,C29,Working Capital,105.37,1.7,North,2023-09-24,13CKZHK1659T1Z5,XXPPD2587G,87,1,0.27,30
MSME00566,Business_00566 Pvt Ltd,Agriculture Allied,A01,Term Loan,100.98,20.4,East,2022-12-14,27OTOSF2833R1Z5,WUOPB8289R,73,0,0.19,-1
MSME00567,Business_00567 Pvt Ltd,Agriculture Allied,A01,Working Capital,65.91,0.5,West,2023-08-25,34GECFF0246T1Z5,OPMPL0960H,127,0,0.29,-1
MSME00568,Business_00568 Pvt Ltd,Services,S90-S99,Working Capital,115.42,22.6,South,2023-01-07,19FOFID6900R1Z5,PPCPS8061K,14,0,0.15,-1
MSME00569,Business_00569 Pvt Ltd,Auto Ancillary,C29,Working Capital,303.93,0.5,North,2022-06-24,20VTOFP1826Q1Z5,CJLPH2162X,101,0,0.27,-1
MSME00570,Business_00570 Pvt Ltd,Services,S90-S99,Working Capital,97.64,1.7,South,2023-05-30,20OMUWS8870L1Z5,TVKPM7342T,221,0,0.23,-1
